date,store,product,price,units_sold,promotion,holiday
2023-01-01,Galway,Product A,18.57,37,1,1
2023-01-02,Galway,Product A,18.57,11,1,1
2023-01-03,Galway,Product A,18.57,7,1,1
2023-01-04,Galway,Product A,18.57,37,0,0
2023-01-05,Galway,Product A,18.57,42,0,0
2023-01-06,Galway,Product A,18.57,49,1,0
2023-01-07,Galway,Product A,18.57,31,1,0
2023-01-08,Galway,Product A,18.57,7,1,0
2023-01-09,Galway,Product A,18.57,40,0,0
2023-01-10,Galway,Product A,18.57,15,0,1
2023-01-11,Galway,Product A,18.57,38,1,0
2023-01-12,Galway,Product A,18.57,5,0,0
2023-01-13,Galway,Product A,18.57,21,0,1
2023-01-14,Galway,Product A,18.57,13,1,0
2023-01-15,Galway,Product A,18.57,41,1,1
2023-01-16,Galway,Product A,18.57,35,1,1
2023-01-17,Galway,Product A,18.57,36,1,0
2023-01-18,Galway,Product A,18.57,9,1,1
2023-01-19,Galway,Product A,18.57,7,0,0
2023-01-20,Galway,Product A,18.57,9,0,0
2023-01-21,Galway,Product A,18.57,36,0,1
2023-01-22,Galway,Product A,18.57,6,0,1
2023-01-23,Galway,Product A,18.57,46,1,1
2023-01-24,Galway,Product A,18.57,43,1,1
2023-01-25,Galway,Product A,18.57,21,1,0
2023-01-26,Galway,Product A,18.57,22,0,1
2023-01-27,Galway,Product A,18.57,36,0,0
2023-01-28,Galway,Product A,18.57,26,0,1
2023-01-29,Galway,Product A,18.57,26,0,0
2023-01-30,Galway,Product A,18.57,40,0,1
2023-01-31,Galway,Product A,18.57,23,0,1
2023-02-01,Galway,Product A,18.57,36,1,0
2023-02-02,Galway,Product A,18.57,34,0,1
2023-02-03,Galway,Product A,18.57,11,1,0
2023-02-04,Galway,Product A,18.57,44,1,1
2023-02-05,Galway,Product A,18.57,44,0,0
2023-02-06,Galway,Product A,18.57,42,1,0
2023-02-07,Galway,Product A,18.57,20,1,0
2023-02-08,Galway,Product A,18.57,47,0,1
2023-02-09,Galway,Product A,18.57,47,0,1
2023-02-10,Galway,Product A,18.57,15,1,0
2023-02-11,Galway,Product A,18.57,5,0,1
2023-02-12,Galway,Product A,18.57,11,1,1
2023-02-13,Galway,Product A,18.57,40,0,1
2023-02-14,Galway,Product A,18.57,44,1,1
2023-02-15,Galway,Product A,18.57,20,1,0
2023-02-16,Galway,Product A,18.57,30,1,1
2023-02-17,Galway,Product A,18.57,18,1,1
2023-02-18,Galway,Product A,18.57,38,0,0
2023-02-19,Galway,Product A,18.57,48,1,0
2023-02-20,Galway,Product A,18.57,7,1,1
2023-02-21,Galway,Product A,18.57,45,1,0
2023-02-22,Galway,Product A,18.57,23,1,0
2023-02-23,Galway,Product A,18.57,15,1,1
2023-02-24,Galway,Product A,18.57,27,0,0
2023-02-25,Galway,Product A,18.57,20,0,0
2023-02-26,Galway,Product A,18.57,29,1,1
2023-02-27,Galway,Product A,18.57,30,0,1
2023-02-28,Galway,Product A,18.57,37,1,1
2023-03-01,Galway,Product A,18.57,8,0,0
2023-03-02,Galway,Product A,18.57,38,0,0
2023-03-03,Galway,Product A,18.57,11,0,1
2023-03-04,Galway,Product A,18.57,10,0,1
2023-03-05,Galway,Product A,18.57,19,1,0
2023-03-06,Galway,Product A,18.57,45,1,0
2023-03-07,Galway,Product A,18.57,48,0,1
2023-03-08,Galway,Product A,18.57,7,0,0
2023-03-09,Galway,Product A,18.57,11,0,0
2023-03-10,Galway,Product A,18.57,18,0,1
2023-03-11,Galway,Product A,18.57,44,1,1
2023-03-12,Galway,Product A,18.57,44,1,1
2023-03-13,Galway,Product A,18.57,17,1,0
2023-03-14,Galway,Product A,18.57,25,0,0
2023-03-15,Galway,Product A,18.57,37,1,0
2023-03-16,Galway,Product A,18.57,10,0,0
2023-03-17,Galway,Product A,18.57,18,0,1
2023-03-18,Galway,Product A,18.57,14,0,0
2023-03-19,Galway,Product A,18.57,40,1,0
2023-03-20,Galway,Product A,18.57,17,0,0
2023-03-21,Galway,Product A,18.57,25,0,0
2023-03-22,Galway,Product A,18.57,47,0,1
2023-03-23,Galway,Product A,18.57,26,1,0
2023-03-24,Galway,Product A,18.57,44,0,0
2023-03-25,Galway,Product A,18.57,28,1,1
2023-03-26,Galway,Product A,18.57,30,1,1
2023-03-27,Galway,Product A,18.57,32,0,1
2023-03-28,Galway,Product A,18.57,26,0,0
2023-03-29,Galway,Product A,18.57,49,1,0
2023-03-30,Galway,Product A,18.57,21,1,1
2023-03-31,Galway,Product A,18.57,11,1,0
2023-04-01,Galway,Product A,18.57,30,1,0
2023-04-02,Galway,Product A,18.57,42,1,0
2023-04-03,Galway,Product A,18.57,34,1,1
2023-04-04,Galway,Product A,18.57,8,1,1
2023-04-05,Galway,Product A,18.57,9,0,1
2023-04-06,Galway,Product A,18.57,30,0,1
2023-04-07,Galway,Product A,18.57,15,1,0
2023-04-08,Galway,Product A,18.57,21,0,0
2023-04-09,Galway,Product A,18.57,49,1,0
2023-04-10,Galway,Product A,18.57,25,0,0
2023-04-11,Galway,Product A,18.57,6,1,1
2023-04-12,Galway,Product A,18.57,13,1,1
2023-04-13,Galway,Product A,18.57,37,1,0
2023-04-14,Galway,Product A,18.57,21,0,0
2023-04-15,Galway,Product A,18.57,17,1,1
2023-04-16,Galway,Product A,18.57,15,0,0
2023-04-17,Galway,Product A,18.57,5,1,0
2023-04-18,Galway,Product A,18.57,15,0,1
2023-04-19,Galway,Product A,18.57,30,1,1
2023-04-20,Galway,Product A,18.57,49,0,0
2023-04-21,Galway,Product A,18.57,36,0,1
2023-04-22,Galway,Product A,18.57,31,1,1
2023-04-23,Galway,Product A,18.57,16,0,1
2023-04-24,Galway,Product A,18.57,27,1,1
2023-04-25,Galway,Product A,18.57,34,1,1
2023-04-26,Galway,Product A,18.57,46,0,0
2023-04-27,Galway,Product A,18.57,8,1,1
2023-04-28,Galway,Product A,18.57,43,1,0
2023-04-29,Galway,Product A,18.57,23,1,1
2023-04-30,Galway,Product A,18.57,34,0,0
2023-05-01,Galway,Product A,18.57,12,1,1
2023-05-02,Galway,Product A,18.57,27,1,1
2023-05-03,Galway,Product A,18.57,45,0,0
2023-05-04,Galway,Product A,18.57,33,1,0
2023-05-05,Galway,Product A,18.57,30,0,1
2023-05-06,Galway,Product A,18.57,6,1,1
2023-05-07,Galway,Product A,18.57,34,0,1
2023-05-08,Galway,Product A,18.57,41,1,1
2023-05-09,Galway,Product A,18.57,23,0,0
2023-05-10,Galway,Product A,18.57,12,1,0
2023-05-11,Galway,Product A,18.57,45,0,1
2023-05-12,Galway,Product A,18.57,33,1,0
2023-05-13,Galway,Product A,18.57,18,1,1
2023-05-14,Galway,Product A,18.57,23,0,1
2023-05-15,Galway,Product A,18.57,14,1,0
2023-05-16,Galway,Product A,18.57,38,1,1
2023-05-17,Galway,Product A,18.57,27,1,1
2023-05-18,Galway,Product A,18.57,30,0,1
2023-05-19,Galway,Product A,18.57,25,1,1
2023-05-20,Galway,Product A,18.57,27,1,1
2023-05-21,Galway,Product A,18.57,46,0,0
2023-05-22,Galway,Product A,18.57,46,0,0
2023-05-23,Galway,Product A,18.57,7,1,0
2023-05-24,Galway,Product A,18.57,46,1,0
2023-05-25,Galway,Product A,18.57,8,1,0
2023-05-26,Galway,Product A,18.57,16,0,1
2023-05-27,Galway,Product A,18.57,28,0,0
2023-05-28,Galway,Product A,18.57,46,0,1
2023-05-29,Galway,Product A,18.57,21,1,0
2023-05-30,Galway,Product A,18.57,19,0,1
2023-05-31,Galway,Product A,18.57,7,1,0
2023-06-01,Galway,Product A,18.57,18,0,1
2023-06-02,Galway,Product A,18.57,10,1,1
2023-06-03,Galway,Product A,18.57,28,1,1
2023-06-04,Galway,Product A,18.57,25,1,0
2023-06-05,Galway,Product A,18.57,7,0,1
2023-06-06,Galway,Product A,18.57,15,0,0
2023-06-07,Galway,Product A,18.57,29,1,0
2023-06-08,Galway,Product A,18.57,23,1,1
2023-06-09,Galway,Product A,18.57,27,0,1
2023-06-10,Galway,Product A,18.57,23,1,0
2023-06-11,Galway,Product A,18.57,38,1,0
2023-06-12,Galway,Product A,18.57,38,0,1
2023-06-13,Galway,Product A,18.57,47,0,0
2023-06-14,Galway,Product A,18.57,5,0,0
2023-06-15,Galway,Product A,18.57,37,0,0
2023-06-16,Galway,Product A,18.57,25,0,0
2023-06-17,Galway,Product A,18.57,9,1,1
2023-06-18,Galway,Product A,18.57,20,0,1
2023-06-19,Galway,Product A,18.57,21,1,0
2023-06-20,Galway,Product A,18.57,16,0,0
2023-06-21,Galway,Product A,18.57,34,1,1
2023-06-22,Galway,Product A,18.57,19,1,1
2023-06-23,Galway,Product A,18.57,11,0,0
2023-06-24,Galway,Product A,18.57,18,1,1
2023-06-25,Galway,Product A,18.57,6,1,1
2023-06-26,Galway,Product A,18.57,11,1,1
2023-06-27,Galway,Product A,18.57,31,1,1
2023-06-28,Galway,Product A,18.57,27,0,0
2023-06-29,Galway,Product A,18.57,43,1,1
2023-06-30,Galway,Product A,18.57,36,0,0
2023-07-01,Galway,Product A,18.57,46,1,1
2023-07-02,Galway,Product A,18.57,42,1,1
2023-07-03,Galway,Product A,18.57,17,0,1
2023-07-04,Galway,Product A,18.57,9,1,1
2023-07-05,Galway,Product A,18.57,20,1,0
2023-07-06,Galway,Product A,18.57,15,1,1
2023-07-07,Galway,Product A,18.57,19,1,0
2023-07-08,Galway,Product A,18.57,15,1,0
2023-07-09,Galway,Product A,18.57,26,0,0
2023-07-10,Galway,Product A,18.57,29,0,1
2023-07-11,Galway,Product A,18.57,33,1,0
2023-07-12,Galway,Product A,18.57,29,0,1
2023-07-13,Galway,Product A,18.57,18,0,0
2023-07-14,Galway,Product A,18.57,28,1,1
2023-07-15,Galway,Product A,18.57,15,1,0
2023-07-16,Galway,Product A,18.57,6,1,0
2023-07-17,Galway,Product A,18.57,21,0,0
2023-07-18,Galway,Product A,18.57,8,1,0
2023-07-19,Galway,Product A,18.57,36,1,0
2023-07-20,Galway,Product A,18.57,23,1,0
2023-07-21,Galway,Product A,18.57,15,1,0
2023-07-22,Galway,Product A,18.57,28,1,1
2023-07-23,Galway,Product A,18.57,25,1,0
2023-07-24,Galway,Product A,18.57,48,1,0
2023-07-25,Galway,Product A,18.57,32,1,1
2023-07-26,Galway,Product A,18.57,16,0,1
2023-07-27,Galway,Product A,18.57,27,1,0
2023-07-28,Galway,Product A,18.57,30,1,0
2023-07-29,Galway,Product A,18.57,6,1,0
2023-07-30,Galway,Product A,18.57,19,1,1
2023-07-31,Galway,Product A,18.57,44,1,0
2023-08-01,Galway,Product A,18.57,7,0,0
2023-08-02,Galway,Product A,18.57,19,0,0
2023-08-03,Galway,Product A,18.57,34,0,1
2023-08-04,Galway,Product A,18.57,21,0,0
2023-08-05,Galway,Product A,18.57,43,1,1
2023-08-06,Galway,Product A,18.57,8,0,1
2023-08-07,Galway,Product A,18.57,42,1,1
2023-08-08,Galway,Product A,18.57,5,0,0
2023-08-09,Galway,Product A,18.57,12,0,1
2023-08-10,Galway,Product A,18.57,48,0,1
2023-08-11,Galway,Product A,18.57,45,1,0
2023-08-12,Galway,Product A,18.57,15,0,1
2023-08-13,Galway,Product A,18.57,9,1,0
2023-08-14,Galway,Product A,18.57,5,0,1
2023-08-15,Galway,Product A,18.57,29,1,0
2023-08-16,Galway,Product A,18.57,9,0,1
2023-08-17,Galway,Product A,18.57,31,0,0
2023-08-18,Galway,Product A,18.57,14,0,0
2023-08-19,Galway,Product A,18.57,48,0,1
2023-08-20,Galway,Product A,18.57,23,1,1
2023-08-21,Galway,Product A,18.57,40,1,1
2023-08-22,Galway,Product A,18.57,5,1,1
2023-08-23,Galway,Product A,18.57,5,1,0
2023-08-24,Galway,Product A,18.57,24,1,1
2023-08-25,Galway,Product A,18.57,33,1,0
2023-08-26,Galway,Product A,18.57,47,1,0
2023-08-27,Galway,Product A,18.57,25,0,0
2023-08-28,Galway,Product A,18.57,43,1,1
2023-08-29,Galway,Product A,18.57,8,1,1
2023-08-30,Galway,Product A,18.57,26,0,1
2023-08-31,Galway,Product A,18.57,47,0,1
2023-09-01,Galway,Product A,18.57,39,1,1
2023-09-02,Galway,Product A,18.57,40,0,0
2023-09-03,Galway,Product A,18.57,35,0,0
2023-09-04,Galway,Product A,18.57,43,0,0
2023-09-05,Galway,Product A,18.57,47,1,1
2023-09-06,Galway,Product A,18.57,39,0,1
2023-09-07,Galway,Product A,18.57,11,0,0
2023-09-08,Galway,Product A,18.57,13,0,0
2023-09-09,Galway,Product A,18.57,31,1,1
2023-09-10,Galway,Product A,18.57,21,0,0
2023-09-11,Galway,Product A,18.57,24,1,0
2023-09-12,Galway,Product A,18.57,21,0,0
2023-09-13,Galway,Product A,18.57,34,0,1
2023-09-14,Galway,Product A,18.57,25,0,1
2023-09-15,Galway,Product A,18.57,48,1,1
2023-09-16,Galway,Product A,18.57,12,1,0
2023-09-17,Galway,Product A,18.57,42,1,1
2023-09-18,Galway,Product A,18.57,32,0,1
2023-09-19,Galway,Product A,18.57,49,1,0
2023-09-20,Galway,Product A,18.57,29,1,0
2023-09-21,Galway,Product A,18.57,10,1,0
2023-09-22,Galway,Product A,18.57,24,1,1
2023-09-23,Galway,Product A,18.57,21,0,1
2023-09-24,Galway,Product A,18.57,26,0,1
2023-09-25,Galway,Product A,18.57,26,0,1
2023-09-26,Galway,Product A,18.57,13,1,1
2023-09-27,Galway,Product A,18.57,47,1,1
2023-09-28,Galway,Product A,18.57,23,1,1
2023-09-29,Galway,Product A,18.57,47,1,1
2023-09-30,Galway,Product A,18.57,30,0,1
2023-10-01,Galway,Product A,18.57,14,0,0
2023-10-02,Galway,Product A,18.57,18,1,1
2023-10-03,Galway,Product A,18.57,13,0,0
2023-10-04,Galway,Product A,18.57,45,0,0
2023-10-05,Galway,Product A,18.57,21,0,0
2023-10-06,Galway,Product A,18.57,21,0,0
2023-10-07,Galway,Product A,18.57,19,1,1
2023-10-08,Galway,Product A,18.57,21,1,1
2023-10-09,Galway,Product A,18.57,32,1,0
2023-10-10,Galway,Product A,18.57,49,0,1
2023-10-11,Galway,Product A,18.57,30,0,1
2023-10-12,Galway,Product A,18.57,42,1,0
2023-10-13,Galway,Product A,18.57,41,0,0
2023-10-14,Galway,Product A,18.57,47,0,1
2023-10-15,Galway,Product A,18.57,20,1,0
2023-10-16,Galway,Product A,18.57,27,0,0
2023-10-17,Galway,Product A,18.57,27,0,1
2023-10-18,Galway,Product A,18.57,19,1,1
2023-10-19,Galway,Product A,18.57,17,0,1
2023-10-20,Galway,Product A,18.57,42,1,0
2023-10-21,Galway,Product A,18.57,10,0,1
2023-10-22,Galway,Product A,18.57,27,0,0
2023-10-23,Galway,Product A,18.57,27,0,0
2023-10-24,Galway,Product A,18.57,17,1,1
2023-10-25,Galway,Product A,18.57,35,1,0
2023-10-26,Galway,Product A,18.57,36,1,1
2023-10-27,Galway,Product A,18.57,10,0,0
2023-10-28,Galway,Product A,18.57,17,1,1
2023-10-29,Galway,Product A,18.57,25,1,1
2023-10-30,Galway,Product A,18.57,48,1,1
2023-10-31,Galway,Product A,18.57,24,0,0
2023-11-01,Galway,Product A,18.57,6,0,1
2023-11-02,Galway,Product A,18.57,22,0,1
2023-11-03,Galway,Product A,18.57,29,0,0
2023-11-04,Galway,Product A,18.57,48,1,1
2023-11-05,Galway,Product A,18.57,28,0,0
2023-11-06,Galway,Product A,18.57,36,0,1
2023-11-07,Galway,Product A,18.57,48,1,0
2023-11-08,Galway,Product A,18.57,13,0,0
2023-11-09,Galway,Product A,18.57,38,1,0
2023-11-10,Galway,Product A,18.57,32,1,1
2023-11-11,Galway,Product A,18.57,49,1,0
2023-11-12,Galway,Product A,18.57,46,0,1
2023-11-13,Galway,Product A,18.57,25,1,0
2023-11-14,Galway,Product A,18.57,31,1,1
2023-11-15,Galway,Product A,18.57,6,0,1
2023-11-16,Galway,Product A,18.57,47,0,1
2023-11-17,Galway,Product A,18.57,32,1,0
2023-11-18,Galway,Product A,18.57,45,0,1
2023-11-19,Galway,Product A,18.57,42,0,1
2023-11-20,Galway,Product A,18.57,22,0,0
2023-11-21,Galway,Product A,18.57,25,1,1
2023-11-22,Galway,Product A,18.57,42,0,1
2023-11-23,Galway,Product A,18.57,33,0,1
2023-11-24,Galway,Product A,18.57,33,1,0
2023-11-25,Galway,Product A,18.57,19,0,1
2023-11-26,Galway,Product A,18.57,46,0,1
2023-11-27,Galway,Product A,18.57,28,0,0
2023-11-28,Galway,Product A,18.57,11,0,1
2023-11-29,Galway,Product A,18.57,39,0,1
2023-11-30,Galway,Product A,18.57,38,1,0
2023-12-01,Galway,Product A,18.57,49,1,1
2023-12-02,Galway,Product A,18.57,34,1,0
2023-12-03,Galway,Product A,18.57,28,0,0
2023-12-04,Galway,Product A,18.57,5,1,1
2023-12-05,Galway,Product A,18.57,46,0,1
2023-12-06,Galway,Product A,18.57,6,0,1
2023-12-07,Galway,Product A,18.57,36,0,1
2023-12-08,Galway,Product A,18.57,14,0,0
2023-12-09,Galway,Product A,18.57,30,0,0
2023-12-10,Galway,Product A,18.57,48,0,1
2023-12-11,Galway,Product A,18.57,27,0,1
2023-12-12,Galway,Product A,18.57,37,0,1
2023-12-13,Galway,Product A,18.57,34,1,1
2023-12-14,Galway,Product A,18.57,12,1,0
2023-12-15,Galway,Product A,18.57,18,0,1
2023-12-16,Galway,Product A,18.57,42,0,0
2023-12-17,Galway,Product A,18.57,41,0,0
2023-12-18,Galway,Product A,18.57,40,1,1
2023-12-19,Galway,Product A,18.57,41,0,0
2023-12-20,Galway,Product A,18.57,33,0,0
2023-12-21,Galway,Product A,18.57,6,0,0
2023-12-22,Galway,Product A,18.57,23,1,1
2023-12-23,Galway,Product A,18.57,36,1,1
2023-12-24,Galway,Product A,18.57,26,1,1
2023-12-25,Galway,Product A,18.57,10,0,1
2023-12-26,Galway,Product A,18.57,29,1,0
2023-12-27,Galway,Product A,18.57,42,0,1
2023-12-28,Galway,Product A,18.57,22,0,0
2023-12-29,Galway,Product A,18.57,13,1,1
2023-12-30,Galway,Product A,18.57,37,0,0
2023-12-31,Galway,Product A,18.57,14,0,1
2023-01-01,Galway,Product B,35.25,24,0,1
2023-01-02,Galway,Product B,35.25,35,0,0
2023-01-03,Galway,Product B,35.25,49,1,1
2023-01-04,Galway,Product B,35.25,8,1,0
2023-01-05,Galway,Product B,35.25,5,0,1
2023-01-06,Galway,Product B,35.25,34,1,1
2023-01-07,Galway,Product B,35.25,26,0,0
2023-01-08,Galway,Product B,35.25,25,0,0
2023-01-09,Galway,Product B,35.25,22,1,1
2023-01-10,Galway,Product B,35.25,23,1,0
2023-01-11,Galway,Product B,35.25,37,1,1
2023-01-12,Galway,Product B,35.25,34,1,0
2023-01-13,Galway,Product B,35.25,48,1,1
2023-01-14,Galway,Product B,35.25,47,0,1
2023-01-15,Galway,Product B,35.25,38,0,1
2023-01-16,Galway,Product B,35.25,37,0,0
2023-01-17,Galway,Product B,35.25,48,1,1
2023-01-18,Galway,Product B,35.25,45,0,0
2023-01-19,Galway,Product B,35.25,28,0,0
2023-01-20,Galway,Product B,35.25,15,0,1
2023-01-21,Galway,Product B,35.25,31,1,0
2023-01-22,Galway,Product B,35.25,28,0,1
2023-01-23,Galway,Product B,35.25,31,1,0
2023-01-24,Galway,Product B,35.25,16,0,0
2023-01-25,Galway,Product B,35.25,29,0,0
2023-01-26,Galway,Product B,35.25,13,0,1
2023-01-27,Galway,Product B,35.25,29,0,1
2023-01-28,Galway,Product B,35.25,24,1,0
2023-01-29,Galway,Product B,35.25,26,1,0
2023-01-30,Galway,Product B,35.25,10,1,1
2023-01-31,Galway,Product B,35.25,10,0,0
2023-02-01,Galway,Product B,35.25,47,1,0
2023-02-02,Galway,Product B,35.25,46,1,0
2023-02-03,Galway,Product B,35.25,27,0,1
2023-02-04,Galway,Product B,35.25,9,1,1
2023-02-05,Galway,Product B,35.25,16,0,1
2023-02-06,Galway,Product B,35.25,9,0,1
2023-02-07,Galway,Product B,35.25,13,1,0
2023-02-08,Galway,Product B,35.25,18,0,0
2023-02-09,Galway,Product B,35.25,21,1,0
2023-02-10,Galway,Product B,35.25,18,0,1
2023-02-11,Galway,Product B,35.25,13,0,0
2023-02-12,Galway,Product B,35.25,35,1,1
2023-02-13,Galway,Product B,35.25,13,0,0
2023-02-14,Galway,Product B,35.25,33,0,0
2023-02-15,Galway,Product B,35.25,37,0,1
2023-02-16,Galway,Product B,35.25,25,0,0
2023-02-17,Galway,Product B,35.25,24,0,1
2023-02-18,Galway,Product B,35.25,48,0,0
2023-02-19,Galway,Product B,35.25,21,0,0
2023-02-20,Galway,Product B,35.25,31,1,1
2023-02-21,Galway,Product B,35.25,45,1,1
2023-02-22,Galway,Product B,35.25,16,0,1
2023-02-23,Galway,Product B,35.25,45,1,0
2023-02-24,Galway,Product B,35.25,46,0,0
2023-02-25,Galway,Product B,35.25,48,1,1
2023-02-26,Galway,Product B,35.25,38,0,0
2023-02-27,Galway,Product B,35.25,22,0,1
2023-02-28,Galway,Product B,35.25,37,1,0
2023-03-01,Galway,Product B,35.25,42,0,0
2023-03-02,Galway,Product B,35.25,12,0,0
2023-03-03,Galway,Product B,35.25,40,0,0
2023-03-04,Galway,Product B,35.25,47,0,1
2023-03-05,Galway,Product B,35.25,22,1,1
2023-03-06,Galway,Product B,35.25,6,1,1
2023-03-07,Galway,Product B,35.25,49,1,1
2023-03-08,Galway,Product B,35.25,32,1,1
2023-03-09,Galway,Product B,35.25,10,0,1
2023-03-10,Galway,Product B,35.25,40,0,0
2023-03-11,Galway,Product B,35.25,37,0,1
2023-03-12,Galway,Product B,35.25,11,1,1
2023-03-13,Galway,Product B,35.25,23,0,1
2023-03-14,Galway,Product B,35.25,44,0,0
2023-03-15,Galway,Product B,35.25,8,1,0
2023-03-16,Galway,Product B,35.25,44,1,0
2023-03-17,Galway,Product B,35.25,35,1,1
2023-03-18,Galway,Product B,35.25,32,0,1
2023-03-19,Galway,Product B,35.25,44,1,1
2023-03-20,Galway,Product B,35.25,7,0,1
2023-03-21,Galway,Product B,35.25,16,0,0
2023-03-22,Galway,Product B,35.25,37,0,0
2023-03-23,Galway,Product B,35.25,38,1,0
2023-03-24,Galway,Product B,35.25,28,1,1
2023-03-25,Galway,Product B,35.25,35,1,0
2023-03-26,Galway,Product B,35.25,16,0,0
2023-03-27,Galway,Product B,35.25,11,1,1
2023-03-28,Galway,Product B,35.25,14,0,1
2023-03-29,Galway,Product B,35.25,8,1,1
2023-03-30,Galway,Product B,35.25,29,0,0
2023-03-31,Galway,Product B,35.25,42,1,1
2023-04-01,Galway,Product B,35.25,14,0,0
2023-04-02,Galway,Product B,35.25,16,0,1
2023-04-03,Galway,Product B,35.25,40,0,0
2023-04-04,Galway,Product B,35.25,35,0,0
2023-04-05,Galway,Product B,35.25,42,0,1
2023-04-06,Galway,Product B,35.25,47,1,1
2023-04-07,Galway,Product B,35.25,32,1,0
2023-04-08,Galway,Product B,35.25,24,1,1
2023-04-09,Galway,Product B,35.25,21,1,0
2023-04-10,Galway,Product B,35.25,23,1,0
2023-04-11,Galway,Product B,35.25,44,1,0
2023-04-12,Galway,Product B,35.25,40,1,0
2023-04-13,Galway,Product B,35.25,12,1,0
2023-04-14,Galway,Product B,35.25,37,0,1
2023-04-15,Galway,Product B,35.25,11,1,1
2023-04-16,Galway,Product B,35.25,25,1,0
2023-04-17,Galway,Product B,35.25,31,0,0
2023-04-18,Galway,Product B,35.25,18,0,0
2023-04-19,Galway,Product B,35.25,15,1,0
2023-04-20,Galway,Product B,35.25,30,0,1
2023-04-21,Galway,Product B,35.25,24,1,0
2023-04-22,Galway,Product B,35.25,16,1,1
2023-04-23,Galway,Product B,35.25,44,1,0
2023-04-24,Galway,Product B,35.25,19,1,1
2023-04-25,Galway,Product B,35.25,47,1,0
2023-04-26,Galway,Product B,35.25,6,1,1
2023-04-27,Galway,Product B,35.25,6,0,1
2023-04-28,Galway,Product B,35.25,41,1,0
2023-04-29,Galway,Product B,35.25,12,1,0
2023-04-30,Galway,Product B,35.25,38,1,0
2023-05-01,Galway,Product B,35.25,19,1,1
2023-05-02,Galway,Product B,35.25,35,0,1
2023-05-03,Galway,Product B,35.25,42,1,1
2023-05-04,Galway,Product B,35.25,45,0,0
2023-05-05,Galway,Product B,35.25,27,0,0
2023-05-06,Galway,Product B,35.25,8,1,0
2023-05-07,Galway,Product B,35.25,12,1,1
2023-05-08,Galway,Product B,35.25,39,0,0
2023-05-09,Galway,Product B,35.25,36,0,1
2023-05-10,Galway,Product B,35.25,47,1,0
2023-05-11,Galway,Product B,35.25,33,0,0
2023-05-12,Galway,Product B,35.25,25,0,1
2023-05-13,Galway,Product B,35.25,45,1,0
2023-05-14,Galway,Product B,35.25,35,1,0
2023-05-15,Galway,Product B,35.25,18,1,0
2023-05-16,Galway,Product B,35.25,26,0,0
2023-05-17,Galway,Product B,35.25,40,0,1
2023-05-18,Galway,Product B,35.25,39,0,1
2023-05-19,Galway,Product B,35.25,48,1,0
2023-05-20,Galway,Product B,35.25,29,0,1
2023-05-21,Galway,Product B,35.25,31,1,1
2023-05-22,Galway,Product B,35.25,35,0,1
2023-05-23,Galway,Product B,35.25,29,0,0
2023-05-24,Galway,Product B,35.25,39,1,0
2023-05-25,Galway,Product B,35.25,24,0,1
2023-05-26,Galway,Product B,35.25,47,0,1
2023-05-27,Galway,Product B,35.25,22,1,0
2023-05-28,Galway,Product B,35.25,26,0,0
2023-05-29,Galway,Product B,35.25,45,0,0
2023-05-30,Galway,Product B,35.25,12,1,1
2023-05-31,Galway,Product B,35.25,23,0,0
2023-06-01,Galway,Product B,35.25,49,1,1
2023-06-02,Galway,Product B,35.25,11,0,0
2023-06-03,Galway,Product B,35.25,32,1,1
2023-06-04,Galway,Product B,35.25,46,1,0
2023-06-05,Galway,Product B,35.25,47,1,1
2023-06-06,Galway,Product B,35.25,20,1,1
2023-06-07,Galway,Product B,35.25,36,0,1
2023-06-08,Galway,Product B,35.25,17,0,1
2023-06-09,Galway,Product B,35.25,42,1,0
2023-06-10,Galway,Product B,35.25,35,0,1
2023-06-11,Galway,Product B,35.25,20,0,1
2023-06-12,Galway,Product B,35.25,10,0,1
2023-06-13,Galway,Product B,35.25,47,1,1
2023-06-14,Galway,Product B,35.25,21,0,0
2023-06-15,Galway,Product B,35.25,44,1,0
2023-06-16,Galway,Product B,35.25,39,1,1
2023-06-17,Galway,Product B,35.25,47,0,0
2023-06-18,Galway,Product B,35.25,28,1,1
2023-06-19,Galway,Product B,35.25,47,1,0
2023-06-20,Galway,Product B,35.25,8,0,0
2023-06-21,Galway,Product B,35.25,37,0,0
2023-06-22,Galway,Product B,35.25,44,0,0
2023-06-23,Galway,Product B,35.25,48,0,0
2023-06-24,Galway,Product B,35.25,9,0,1
2023-06-25,Galway,Product B,35.25,6,0,1
2023-06-26,Galway,Product B,35.25,10,1,0
2023-06-27,Galway,Product B,35.25,24,1,0
2023-06-28,Galway,Product B,35.25,12,1,1
2023-06-29,Galway,Product B,35.25,46,1,0
2023-06-30,Galway,Product B,35.25,32,1,0
2023-07-01,Galway,Product B,35.25,41,0,1
2023-07-02,Galway,Product B,35.25,26,0,1
2023-07-03,Galway,Product B,35.25,8,0,0
2023-07-04,Galway,Product B,35.25,33,1,1
2023-07-05,Galway,Product B,35.25,6,0,0
2023-07-06,Galway,Product B,35.25,11,1,0
2023-07-07,Galway,Product B,35.25,45,1,1
2023-07-08,Galway,Product B,35.25,37,0,0
2023-07-09,Galway,Product B,35.25,21,1,1
2023-07-10,Galway,Product B,35.25,47,0,0
2023-07-11,Galway,Product B,35.25,49,0,0
2023-07-12,Galway,Product B,35.25,25,0,1
2023-07-13,Galway,Product B,35.25,16,1,0
